book,chapter,bullets,text,para_num_tokens,bullets_num_tokens,compression_ratio
9781910797495,chp11,"Visceral pain is more likely than somatic pain to be associated with autonomic signs such as pallor and sweating, or symptoms such as nausea.","Nociceptive input from the body surface travels along somatic nerves that enter spinal roots, accounting for the clear dermatomal organization of somatic pain sensations. Nociceptive information from internal organs, which are exclusively innervated by Aδ and unmyelinated C fibers, travels via more diffusely organized sympathetic and parasympathetic afferent pathways that enter the spinal cord at the thoracic and lumbar levels. In addition, visceral afferent fibers contain a greater percentage of neuroexcitatory transmitters such as substance P than do somatic afferent fibers. These differences between somatic and visceral innervation explain why sensations arising from visceral stimulation are generally more diffuse, more difficult to localize and more unpleasant than somatic sensations, and also why they are referred to poorly localized regions of the body surface (Figure 11.1). Visceral sensations are often accompanied by autonomic reflexes and symptoms such as nausea, sweating and malaise.",198,31,0.15656565656565657
9781910797495,chp11,Management includes identifying and avoiding factors that aggravate the underlying condition and individual clinical trials of medication. Neuromodulatory techniques have been reported as helpful in selected cases.,"Treatment of visceral chronic pain syndromes is aimed at symptomatic pain management. Today, visceral pain management focuses on both pharmacological and interventional techniques. Combinations of non-steroidal anti-inflammatory drugs (NSAIDs), adjuvant medications and opioids, in that sequence, form the mainstay of therapy. As stress can activate or worsen visceral pain syndromes, stress reduction techniques such as cognitive behavioral therapy (CBT) and integrative therapies can be helpful adjuncts. When pharmacological therapies prove ineffective or are limited by side effects, regional anesthesia techniques, neurostimulation (peripheral or spinal cord) or neurosurgical techniques are considered. However, the effectiveness of these last therapies has not been evaluated rigorously, and therefore they should only be used as a last resort.",162,34,0.20987654320987653
9781910797495,chp12,"In patients without history of chronic headaches, determine whether an acute new headache is a serious, potentially life-threatening condition.","Acute headache. The immediate, important first step in assessing a new headache is determining whether the headache is a serious, potentially life-threatening medical event requiring emergency evaluation and management. All the possibilities highlighted in Table 12.1 must be entertained and discarded before considering the headache to be caused by a chronic headache condition. Brain imaging, including neurovascular studies, may be needed as well as cerebrospinal fluid (CSF) pressure measurement and analysis and further evaluation by a neurologist.",99,24,0.24242424242424243
9781910797495,chp12,"In chronic headache:- use a headache diary to differentiate headache type and establish pattern of triggers to enable self-management strategies- institute preventive measures such as trigger avoidance, stress control and medication- institute abortive regimen appropriate for headache type- migraine: non-steroidal anti-inflammatory drugs (NSAIDs), stress control, triptans- tension/myofascial: NSAIDs, stress control, icing, stretching- avoid regular frequent analgesic use to reduce incidence of transform (rebound) headache physical dependency.","For most chronic headaches, diagnostic tests are unnecessary except when a 'red flag' on history or physical examination indicates concern for an intracerebral mass and the need for imaging, or history and physical examination indicate a need for spinal evaluation and related imaging. In occipital neuralgia, sometimes neural blockade of the occipital nerves can help with diagnosis. Administration of indometacin (indomethacin) results in complete relief of chronic paroxysmal hemicrania (CPH) and this effect continues with long-term treatment. Cluster headache diagnosis may be aided by the autonomic features and at least partial response to inhaled oxygen. Migraine. The treatment approach for migraine is best conceptualized as longitudinal chronic disease management in three parts: preventive measures, abortive treatment and symptom management. This approach is based on understanding the phenomenological pattern of each individual's headache, as in Figure 12.1. First, preventive treatments aim to reduce the frequency, severity and duration of attacks and include daily use of medications such as antidepressants, anticonvulsants, alpha -agonists, and beta-blockers (Table 12.4). Second, once prodromal or actual migraine symptoms occur, a stepped-care approach should be taken (Table 12.5). It is important to avoid frequent regular dosing (more than twice weekly) of short-acting analgesics or sedatives such as compounds containing butalbital (a short-acting barbiturate often compounded with non-steroidal anti-inflammatory drugs [NSAIDs] or paracetamol [acetaminophen]), to reduce the incidence of transform (rebound) daily headaches. Psychotherapies, such as support/directive and cognitive behavioral therapies (CBT), may help patients manage a complex interaction of factors that perpetuate headache. Botulinum toxin injections have been reported to be successful in some case series, but the clinical trials are equivocal; a trial should be reserved for treatment-resistant patients. For intractable migraine and occipital neuralgia, non-invasive methods of vagal neurostimulation and transcranial magnetic neurostimulation may serve as useful adjuncts to more conventional therapies. Trials of more invasive forms of neuromodulation in the form of temporary insertion of suboccipital electrodes result in about 50% of these patients proceeding to permanent implantation of electrodes with a pulse generator.",493,103,0.20892494929006086
9781910797556,chp1,"Treatment-refractory MG is defined as disease that inadequately responds, or results in unacceptable adverse reactions, to conventional immunosuppressive treatments, or requires excessive amounts of potentially harmful agents or repeated rescue therapy.","When adequately treated, most patients with MG are able to live productive lives with few or no symptoms. A distinct subset of patients, however, have very aggressive and difficult-to-control disease. These patients, who continue to have symptoms and are at continuing risk of crisis and exacerbation because of an inadequate response to appropriate immunosuppressive therapy, are often referred to as having treatment-refractory MG. The exact prevalence of refractory myasthenia is unknown, but it is estimated to occur in approximately 10-15% of patients with generalized disease. In a large retrospective study by Suh et al. of 128 sequential patients seen in a large tertiary referral center, 19 (14.8%) patients were found to be treatment-refractory. The definition of refractory included those patients who could not lower their immunotherapy without clinical relapse, were not clinically controlled on their immunotherapy regimen, or experienced severe side effects from immunotherapy. This study may have overestimated the true incidence of refractory MG as it was conducted at a large tertiary clinic, where the referral population comprised patients with more active disease.",231,44,0.19047619047619047
9781910797556,chp1,Patients with comorbidities that preclude the use of conventional treatments and/or who have frequent myasthenic crises are also considered to have refractory MG.,"When adequately treated, most patients with MG are able to live productive lives with few or no symptoms. A distinct subset of patients, however, have very aggressive and difficult-to-control disease. These patients, who continue to have symptoms and are at continuing risk of crisis and exacerbation because of an inadequate response to appropriate immunosuppressive therapy, are often referred to as having treatment-refractory MG. The exact prevalence of refractory myasthenia is unknown, but it is estimated to occur in approximately 10-15% of patients with generalized disease. In a large retrospective study by Suh et al. of 128 sequential patients seen in a large tertiary referral center, 19 (14.8%) patients were found to be treatment-refractory. The definition of refractory included those patients who could not lower their immunotherapy without clinical relapse, were not clinically controlled on their immunotherapy regimen, or experienced severe side effects from immunotherapy. This study may have overestimated the true incidence of refractory MG as it was conducted at a large tertiary clinic, where the referral population comprised patients with more active disease.",231,35,0.15151515151515152
9781910797556,chp1,Treatment-refractory myasthenia gravis (MG) is estimated to occur in approximately 10-15% of patients with generalized MG.,"When adequately treated, most patients with MG are able to live productive lives with few or no symptoms. A distinct subset of patients, however, have very aggressive and difficult-to-control disease. These patients, who continue to have symptoms and are at continuing risk of crisis and exacerbation because of an inadequate response to appropriate immunosuppressive therapy, are often referred to as having treatment-refractory MG. The exact prevalence of refractory myasthenia is unknown, but it is estimated to occur in approximately 10-15% of patients with generalized disease. In a large retrospective study by Suh et al. of 128 sequential patients seen in a large tertiary referral center, 19 (14.8%) patients were found to be treatment-refractory. The definition of refractory included those patients who could not lower their immunotherapy without clinical relapse, were not clinically controlled on their immunotherapy regimen, or experienced severe side effects from immunotherapy. This study may have overestimated the true incidence of refractory MG as it was conducted at a large tertiary clinic, where the referral population comprised patients with more active disease.",231,31,0.1341991341991342
9781910797556,chp1,"Compared with non-refractory patients, treatment-refractory patients are more likely to be younger at disease onset, female, thymomatous and muscle receptor tyrosine kinase (MuSK)-antibody positive.","The incidence of generalized MG has been found to have a bimodal age distribution, with a peak around 30 years of age and again at 50 years, with a steady rise in incidence thereafter. Female cases predominate in the younger age group and males in the older (Figure 1.1)., Juvenile MG is defined as disease with onset before the age of 18 years and accounts for roughly 10% of all cases of MG. In the Suh et al. study discussed above, the median age of the refractory group was 36 years versus 60 years in the non-refractory group. Refractory patients were more likely to be female (14 of 19). In the Sudulagunta et al. study, the age of disease onset in the refractory MG group was significantly lower than in the non-refractory group (median age of 36 years versus 61 years). The refractory group also had a higher percentage of females.",198,49,0.2474747474747475
9781910797556,chp2,"In myasthenia gravis (MG), pathogenic antibodies against acetylcholine receptors (AChRs) or muscle-specific receptor tyrosine kinase (MuSK) are responsible for the abnormal neuromuscular junction transmission leading to muscle weakness.","At the normal neuromuscular junction (NMJ), acetylcholine (ACh) is released from the motor neuron terminal, diffuses across the synaptic space and binds to ACh receptors (AChR), which are densely clustered on the folded endplate membrane of the muscle fiber. The high concentration of AChRs is crucial for efficient neuromuscular transmission. The ACh depolarizes the muscle endplate region, ultimately causing the muscle to contract (Figure 2.1). Myasthenia gravis (MG) is the best characterized autoimmune disorder of the nervous system. The immune-mediated nature of MG was suspected as early as the 1960s when it was speculated to be caused by a dysregulated immune response, with antibodies directed against skeletal muscle. Acetylcholine receptor antibodies. A series of animal and human experiments in the 1970s confirmed the above hypothesis, and elevated titers of antibodies against the acetylcholine receptor (AChR) were ultimately discovered in the serum of patients with MG. Loss of AChRs results in impaired neuromuscular transmission and muscle weakness.",227,54,0.23788546255506607
9781910797556,chp2,"Antibodies to AChRs reduce the number of AChRs by several pathological mechanisms including complement-activated damage, antigenic modulation leading to accelerated endocytosis and degradation of the AChR, and direct blockade of the receptor.","Complement-mediated lysis is thought to be the most important mode of loss of AChR, but the actual process that initiates the aberrant immune attack on the AChR is unknown. Both the immunoglobulin (Ig) G antibody and complement have been localized to the motor endplate in myasthenia models, indicating that circulating IgG antibodies directed against the AChR bind to the postsynaptic membrane and activate the terminal complement sequence (C5b-9), or membrane attack complex (MAC). This results in lysis of the postsynaptic membrane, causing loss of the AChR (Figure 2.2). In fact, elevated MAC levels have been demonstrated in the plasma of patients with MG. 'Binding' antibodies are the most common type found in patients with MG. Accelerated internalization and degradation of acetylcholine receptors. A key mechanism of disease pathology in MG is the modulation, internalization and eventual destruction of AChRs at the NMJ by the crosslinking of AChR-specific autoantibodies (Figure 2.3). This process is known as antigenic modulation.",236,49,0.2076271186440678
9781910797556,chp2,"About 7% of cases of generalized MG have antibodies to MuSK. This is a distinct clinical subset of the disease, which is generally more severe than AChR-antibody-positive MG, not associated with thymic pathology and more likely to be refractory to treatment.","Antibodies to AChR. As noted above, MG is most often caused by antibodies to the AChR. This is the case for 85% of cases of generalized disease and approximately 50% of cases of purely ocular MG. Antibodies to AChR may be of the binding, blocking or modulating type, with binding being the most common. AChR antibodies are highly specific for the diagnosis of MG, although the degree of elevation in titers has never been found to correlate with the severity of disease. Antibody titers may decline with immunosuppressive treatment within an individual, although the reliability of determining treatment effect is less robust. Antibodies to muscle receptor tyrosine kinase (MuSK) occur in about 7% of cases of generalized MG but are rarely reported in isolated ocular disease. MuSK-antibody-positive MG is a distinct clinical subset of the disease, almost always seen in adults, more frequently in women, and never in conjunction with thymic disease. There is predominant involvement of the bulbar muscles, often with concurrent neck and respiratory muscle weakness. Ocular and limb muscle weakness is less common than in AChR-antibody-related disease but is certainly seen in this population. Most patients can actually worsen on treatment with acetylcholinesterase inhibitors such as pyridostigmine.",283,59,0.20848056537102475
9781910797556,chp2,"Abnormal thymic pathology is associated with AChR-antibody-positive MG, particularly late-onset disease.","Antibodies to muscle receptor tyrosine kinase (MuSK) occur in about 7% of cases of generalized MG but are rarely reported in isolated ocular disease. MuSK-antibody-positive MG is a distinct clinical subset of the disease, almost always seen in adults, more frequently in women, and never in conjunction with thymic disease. There is predominant involvement of the bulbar muscles, often with concurrent neck and respiratory muscle weakness. Ocular and limb muscle weakness is less common than in AChR-antibody-related disease but is certainly seen in this population. Most patients can actually worsen on treatment with acetylcholinesterase inhibitors such as pyridostigmine.",147,27,0.1836734693877551
9781910797556,chp3,"Myasthenia gravis (MG) is characterized by skeletal muscle weakness and fatigability. It can affect the ocular, bulbar, facial, neck, respiratory and limb muscles.","Myasthenia gravis (MG) is characterized by skeletal muscle weakness (Table 3.1). As with any disorder of neuromuscular transmission, the distinctive clinical feature of MG is the fluctuating nature of weakness that patients report - a phenomenon known as 'fatigability'. Symptoms of MG tend to worsen with concurrent illness, over-exertion of the muscle (exempli gratia fatigue from speaking or eating), the use of certain medications, and as the day progresses. The presentation of MG in any given patient is variable; not all patients will experience all of the symptoms described below. Ocular symptoms. Approximately two-thirds of patients initially present with ocular symptoms., Neurological examination often discloses evidence of ptosis or dysconjugate gaze on testing of extraocular movements, which may demonstrate fatigability with sustained upward or lateral gaze. Weakness of the eye muscles is often asymmetric and variable - a combination of alternating ptosis and diplopia in any direction.",202,38,0.18811881188118812
9781910797556,chp3,"The symptoms of MG may be exacerbated by concurrent illness, over-exertion of the muscle, the use of certain medications, and as the day progresses.","Myasthenia gravis (MG) is characterized by skeletal muscle weakness (Table 3.1). As with any disorder of neuromuscular transmission, the distinctive clinical feature of MG is the fluctuating nature of weakness that patients report - a phenomenon known as 'fatigability'. Symptoms of MG tend to worsen with concurrent illness, over-exertion of the muscle (exempli gratia fatigue from speaking or eating), the use of certain medications, and as the day progresses. The presentation of MG in any given patient is variable; not all patients will experience all of the symptoms described below. Ocular symptoms. Approximately two-thirds of patients initially present with ocular symptoms., Neurological examination often discloses evidence of ptosis or dysconjugate gaze on testing of extraocular movements, which may demonstrate fatigability with sustained upward or lateral gaze. Weakness of the eye muscles is often asymmetric and variable - a combination of alternating ptosis and diplopia in any direction.",202,32,0.15841584158415842
9781910797556,chp3,"All patients suspected of having MG should be tested for acetylcholine receptor (AChR) antibodies. If these antibodies are present, no further diagnostic testing is usually required other than the use of imaging to determine if a thymoma is present.","In most instances, the clinician can be confident about the diagnosis of MG based on a characteristic history and physical examination. However, one or more tests are routinely performed to confirm the clinical diagnosis. Antibody testing. Testing for acetylcholine receptor (AChR) antibodies is always performed in patients suspected of having MG. If these antibodies are present, no further diagnostic testing is usually required other than to evaluate for the presence of a thymoma with either CT or MRI of the thorax. AChR-antibody-negative patients with predominant bulbar involvement are often tested for muscle-specific receptor tyrosine kinase (MuSK) antibodies. Testing for antibodies to the P/Q type voltage-gated calcium channel is also often performed in cases of AChR antibody negativity to rule out Lambert Eaton myasthenic syndrome. In children with myasthenic features but with AChR-, clustered AChR- and MuSK-antibody negativity, congenital (genetic) myasthenic syndromes should be considered.",219,51,0.2328767123287671
9781910797556,chp3,"AChR-antibody-negative patients with predominant bulbar involvement are often tested for muscle-specific receptor tyrosine kinase (MuSK) antibodies and, where available, antibodies to clustered AChR. (It should be noted, however, that clustered AChR antibody testing is available only at a few specialist centers, and is not routinely performed in general laboratories.)","In most instances, the clinician can be confident about the diagnosis of MG based on a characteristic history and physical examination. However, one or more tests are routinely performed to confirm the clinical diagnosis. Antibody testing. Testing for acetylcholine receptor (AChR) antibodies is always performed in patients suspected of having MG. If these antibodies are present, no further diagnostic testing is usually required other than to evaluate for the presence of a thymoma with either CT or MRI of the thorax. AChR-antibody-negative patients with predominant bulbar involvement are often tested for muscle-specific receptor tyrosine kinase (MuSK) antibodies. Testing for antibodies to the P/Q type voltage-gated calcium channel is also often performed in cases of AChR antibody negativity to rule out Lambert Eaton myasthenic syndrome. In children with myasthenic features but with AChR-, clustered AChR- and MuSK-antibody negativity, congenital (genetic) myasthenic syndromes should be considered. Electrophysiological tests. In cases of antibody negativity, a decrementing response on slow (3 Hz) repetitive nerve stimulation (Figure 3.1) or elevated jitter values on single fiber electromyography (Figure 3.2) may be necessary to confirm the diagnosis of MG. It is worth noting that, while increased jitter on single fiber electromyography is very sensitive in patients with MG, it is not specific for the disease, therefore other causes of weakness should be ruled out. In addition, a decremental response on repetitive nerve stimuation may disappear in patients with MG in a muscle that is no longer clinically weak. In other words, lack of decrement in a muscle that is reported to be weak may indicate a cause other than MG.",373,78,0.20911528150134048
9781910797556,chp3,"Patients who are antibody negative should be tested for a decrementing response on repetitive nerve stimulation, elevated jitter values on single fiber electromyography or a positive edrophonium test.","Electrophysiological tests. In cases of antibody negativity, a decrementing response on slow (3 Hz) repetitive nerve stimulation (Figure 3.1) or elevated jitter values on single fiber electromyography (Figure 3.2) may be necessary to confirm the diagnosis of MG. It is worth noting that, while increased jitter on single fiber electromyography is very sensitive in patients with MG, it is not specific for the disease, therefore other causes of weakness should be ruled out. In addition, a decremental response on repetitive nerve stimuation may disappear in patients with MG in a muscle that is no longer clinically weak. In other words, lack of decrement in a muscle that is reported to be weak may indicate a cause other than MG. Edrophonium test. A positive edrophonium test ('Tensilon test') can also be used to confirm the diagnosis. Patients with MG should show an improvement in muscular strength following administration of edrophonium, a very short-acting anticholinesterase, which therefore increases the effective amount of acetylcholine at the neuromuscular junction (NMJ).",234,39,0.16666666666666666
9781910797556,chp3,Acetylcholinesterase inhibitors are often the initial therapeutic intervention in patients with MG.,"Acetylcholinesterase inhibitors have been used in the treatment of MG since 1934 when Walker successfully treated a patient with physostigmine for generalized disease. These agents are often the initial therapeutic intervention in MG. They work by inhibiting the enzymatic hydrolysis of acetylcholine (ACh) at the synapse, allowing the neurotransmitter to accumulate at the NMJ, prolonging its activity and increasing the number of neurotransmitter and AChR interactions.",99,20,0.20202020202020202
9781910797556,chp3,Most patients with MG require additional treatment with either thymectomy or immunosuppressive or immunomodulatory therapy.,"Pyridostigmine bromide is the preferred acetylcholinesterase inhibitor as it has a longer half-life and a more favorable side-effect profile than other available agents. Unfortunately, most patients with MG cannot be controlled on anticholinesterase medications alone and require treatment with either thymectomy or immunosuppressive or immunomodulatory therapy (Figure 3.3). Corticosteroids were the first immunosuppressant drugs to be widely used in the treatment of MG. They produce significant clinical improvement in the vast majority of patients. The response to treatment with corticosteroids begins relatively rapidly and is typically observed within the first 2-4 weeks at a dose of approximately 1-1.5 mg/kg/day, although it is recommended that the dose is gradually increased under close medical supervision because of the temporary worsening that corticosteroids can cause.",186,24,0.12903225806451613
9781910797556,chp3,Consideration of additional therapeutic options is warranted for patients who are identified as being refractory to conventional treatment.,"When patients with MG are deemed to be refractory to conventional treatment (see page 8), consideration of additional therapeutic options is warranted in order to improve quality of life, reduce morbidity and prevent life-threatening crises and death. While there are no evidence-based guidelines, recently published international consensus guidelines for the management of MG recommend referral to a physician or center with expertise in the management of the disorder, and that treatment with chronic intravenous immunoglobulin or plasma exchange, cyclophosphamide or rituximab should be considered. Other treatment options are emerging.",116,22,0.1896551724137931
9781910797556,chp4,"Electrophysiological studies, disease severity rating scales and patient-reported outcome measures are all tools with which disease activity and response to treatment can be measured in myasthenia gravis (MG).","4 Assessment of disease severity and treatment response. Although myasthenia gravis (MG) is a very treatable disease in most patients, approximately 10-15% have very difficult-to-control disease. These patients often experience disabling symptoms that lead to poor quality of life and are prone to life-threatening crises. Given the fluctuations in severity of symptoms in patients with MG, there are inherent difficulties in assessing baseline disease severity and response to treatment. Electrophysiological studies, disease severity rating scales and patient-reported outcome measures are all tools with which disease activity and response to treatment have been measured in MG. Measuring antibodies. Intuitively, the measurement of acetylcholine receptor (AChR) antibody titers serves as an attractive biomarker to discern disease activity and response to treatment in patients with MG. However, it is generally accepted that there is no reliable correlation between serum AChR antibody titers and clinical severity in generalized MG. A recent study using a commercial assay noted a high positive predictive value but a low negative predictive value when correlating titers with several validated outcome measures in MG. The measurement of AChR antibody levels is therefore likely to be of limited benefit when attempting to discern the level of disease activity.",252,40,0.15873015873015872
9781910797556,chp4,There is no reliable correlation between serum acetylcholine receptor (AChR) antibody titers and clinical severity in generalized MG; better prognostic biomarkers for MG are needed to better assess response to treatment over time.,"Given the fluctuations in severity of symptoms in patients with MG, there are inherent difficulties in assessing baseline disease severity and response to treatment. Electrophysiological studies, disease severity rating scales and patient-reported outcome measures are all tools with which disease activity and response to treatment have been measured in MG. Measuring antibodies. Intuitively, the measurement of acetylcholine receptor (AChR) antibody titers serves as an attractive biomarker to discern disease activity and response to treatment in patients with MG. However, it is generally accepted that there is no reliable correlation between serum AChR antibody titers and clinical severity in generalized MG. A recent study using a commercial assay noted a high positive predictive value but a low negative predictive value when correlating titers with several validated outcome measures in MG. The measurement of AChR antibody levels is therefore likely to be of limited benefit when attempting to discern the level of disease activity. Research need. Better prognostic biomarkers for MG are needed to more sensitively determine which treatments might work better for specific patients, to better assess the response to treatment over time and for use in clinical trial design in studies of MG.",234,45,0.19230769230769232
9781910797556,chp4,"Measurement of jitter on single fiber electromyography (SFEMG) may be a useful biomarker of disease activity in MG. Absolute or percentage change in mean jitter from one electrophysiological study to another has a potential role as a biomarker provided the parameters of the study, such as time of day and time after medication, are kept the same.","Intuitively, the measurement of acetylcholine receptor (AChR) antibody titers serves as an attractive biomarker to discern disease activity and response to treatment in patients with MG. However, it is generally accepted that there is no reliable correlation between serum AChR antibody titers and clinical severity in generalized MG. A recent study using a commercial assay noted a high positive predictive value but a low negative predictive value when correlating titers with several validated outcome measures in MG. The measurement of AChR antibody levels is therefore likely to be of limited benefit when attempting to discern the level of disease activity. Research need. Better prognostic biomarkers for MG are needed to more sensitively determine which treatments might work better for specific patients, to better assess the response to treatment over time and for use in clinical trial design in studies of MG. Electrophysiological tests. Measurement of jitter on single fiber electromyography (SFEMG) has shown promise as a useful biomarker of disease activity in MG (see page 25 -). One recent study found that jitter is a sensitive measure of disease severity in MG; absolute or percentage change in mean jitter from one electrophysiological study to another in a given patient has a potential role as a biomarker. Another study showed that high jitter values on SFEMG and decrement values on repetitive nerve stimulation were associated with more severe disease, as determined by more frequent subjective and objective measures of muscle strength and worse quantitative MG score (see below).",307,75,0.24429967426710097
9781910797556,chp4,"The quantitative MG score, which can be completed in 20-30 minutes and requires no specialized equipment, is the best studied objective outcome measure in MG. It is recommended for use in all prospective studies of therapy for MG.","The quantitative MG score (QMG) is the best studied objective outcome measure in MG, and it has been used in many drug trials in MG. It is a severity score, determined from measurement of 13 objective items (Table 4.1), with measures varying between 0 (normal) to 39 (maximum severity). The QMG can be completed in 20-30 minutes, and the only specialized equipment required is a spirometer and handheld dynamometer. Spirometry, dynamometry and quantitative timed tests can also be useful longitudinally in individual patients even when the total QMG does not change. The Myasthenia Gravis Foundation of America (MGFA) task force recommended that the QMG be used in all prospective studies of therapy for MG. The MG activities of daily living score (MG-ADL) is a simple eight-point questionnaire, designed to complement the QMG, which enquires about common symptoms reported by patients with MG (Table 4.2). Widely used in many studies, the MG-ADL correlates well with the QMG and can serve as a measure of efficacy in clinical trials. No specialized training is required to administer the scale, which can be completed in less than 10 minutes.",246,44,0.17886178861788618
9781910797556,chp4,"Other useful tools for assessing response to treatment include the MG activities of daily living score (MG-ADL), MG composite scale (MGC), revised MG quality of life 15 scale (MG-QOL15R), MG impairment index (MGII) and MGFA assessment of post-intervention status (PIS).","The MG quality of life 15 scale (MG-QOL15). Measures of health-related quality of life attempt to ascertain a patient's subjective determination of the extent of dysfunction caused by disease and their degree of satisfaction or dissatisfaction with that dysfunction. MG-QOL15 is a 15-item MG-specific self-administered scale, the test items of which address MG-specific psychological well-being and social functioning. It is meant to inform the treating physician about a particular patient's perception of the extent of dysfunction specifically due to MG, and the degree of satisfaction or dissatisfaction with that dysfunction, which can then be used to help guide treatment decisions. It can also be used to follow an individual patient's response over time to assist in assessing the degree of disease severity and to determine the efficacy of treatment, controlling for other potential confounding factors. In addition, like the other scales discussed, the MG-QOL15 has served to assist in following groups of patients with MG over time in clinical trials. The scale has been revised using Rasch analysis (MG-QOL15R), which has slightly improved clinimetric properties and improved face and content validity (Table 4.4). Both scales are validated; however, the MG-QOL15R is preferred given the better content validity and because it is somewhat easier to interpret in the clinical setting. Both scales take less than 5 minutes to administer.",282,65,0.23049645390070922
9781910797587,chp01,The complex joint structure provides frictionless articulation and load-bearing abilities.,"An understanding of the key structures in normal synovial joints (Figure 1.1), including their composition and function, is a prerequisite for understanding any arthritic process. Synovial joints (diarthroses) are the only joints that have a space, namely the synovial cavity filled with fluid, between the adjoining bones. They are surrounded by an articular capsule composed of fibrous connective tissue that is attached just outside the area of each bone's articulating surface. The complex joint structure provides frictionless articulation and load-bearing abilities. Synovial joints mainly comprise.",121,15,0.12396694214876033
9781910797587,chp01,"Articular hyaline cartilage lines the end of each bone within a joint; it allows an efficient gliding motion when the joint moves, and absorbs and dissipates mechanical load.","articular cartilage. subchondral bone. synovial membrane. synovial fluid. fibrocartilaginous menisci (in some joints, exempli gratia the knee). Articular cartilage. The end of each bone within a joint is lined with articular hyaline cartilage, which has a low coefficient of friction that enables an efficient gliding motion when the joint moves. Normal articular hyaline cartilage varies in thickness at different joint sites, and is different between men and women. Histologically, the cartilage is seen as an upper non-calcified layer divided into the following zones. superficial, with few cells and tangential collagen fibers (zone I).",147,36,0.24489795918367346
9781910797587,chp01,The synovial joint should be seen as a single dynamic structure with inter-relating components.,"Subchondral bone comprises a subchondral plate and underlying trabecular bone. As described above, the subchondral bone is intimately associated with the overlying cartilage and together probably act as a single structure for load transmission. Like cartilage, the thickness of the subchondral bone may vary with location within a joint; it may be thicker in the central weight-bearing areas of joints. The calcified cartilage layer is of intermediate stiffness between overlying cartilage and subchondral bone. The subchondral bone has a density similar to cortical bone but the trabeculae are aligned in different directions, resulting in different mechanical properties depending on the plane of loading.",146,20,0.136986301369863
9781910797587,chp01,"Subchondral bone is intimately associated with the overlying cartilage, which together probably act as a single structure for load transmission.","Subchondral bone comprises a subchondral plate and underlying trabecular bone. As described above, the subchondral bone is intimately associated with the overlying cartilage and together probably act as a single structure for load transmission. Like cartilage, the thickness of the subchondral bone may vary with location within a joint; it may be thicker in the central weight-bearing areas of joints. The calcified cartilage layer is of intermediate stiffness between overlying cartilage and subchondral bone. The subchondral bone has a density similar to cortical bone but the trabeculae are aligned in different directions, resulting in different mechanical properties depending on the plane of loading.",146,27,0.18493150684931506
9781910797587,chp01,"Healthy synovial joints contain a small amount of synovial fluid, a lubricating liquid that supplies nutrients and oxygen to the cartilage.","The subintimal layer comprises a loose connective tissue, which may be areolar, fibrous or adipose, and allows the membrane to move freely. In humans, the thickness of the subintimal layer varies in depth, from 100 µm to 5 mm, at given sites within an individual. It comprises blood and lymphatic vessels, and a range of cells. Synovial fluid. Within the synovial cavity, healthy joints contain a small amount of synovial fluid, a lubricating liquid that supplies nutrients and oxygen to the cartilage. Molecules and cells pass in and out of the synovial fluid passage via the synovial intima and its underlying microcirculation. The intimal matrix has a sieve-like role, allowing diffusion of water and other small molecules while preventing the rapid movement of large molecules such as albumin and HA.",178,30,0.16853932584269662
9781910797587,chp02,"All tissues of the joint may show pathology, including cartilage, subchondral bone, the menisci and the synovium.","Osteoarthritis (OA), although often incorrectly referred to as a 'degenerative joint disease', is not only a process of wear and tear, but rather an active response to injury that involves abnormal remodeling of all the tissues within a synovial joint. This includes degradation of the articular cartilage, first at the joint surface but progressing to full thickness loss; thickening of the subchondral bone; osteophyte formation at the margins of the joint surfaces; variable degrees of synovial inflammation; and in the knee, damage to the cruciate ligaments and the menisci. In the periarticular region, there may be evidence of enthesitis, tendinitis and muscle loss.",150,29,0.19333333333333333
9781910797587,chp02,"Modern imaging has highlighted the extensive nature of the pathology, even in joints with limited radiographic evidence of damage.","The early changes in cartilage degradation are those of increased hydration along with progressive breakdown of the collagen fibrillar network, especially due to denaturation of type II collagen, at the joint surface in areas where mechanical forces are greatest. Later, there are areas in which chondrocytes both replicate and die, resulting in disruption to the cartilage surface with the formation of fibrillated areas and clefts, and evidence of vascular invasion into the calcified cartilage zone (Figure 2.1).",104,22,0.21153846153846154
9781910797587,chp02,"The joint should be considered a functional organ, with gait, periarticular muscles and related mechanical forces all playing a role in pathology.","It is not sufficient to merely describe the pathological features of individual tissues in the OA joint without considering the pathology of the joint as a functional unit, where a complex interplay of periarticular muscles, joint alignment, ligamentous strength and intra-articular pathology occurs. Joint stability. Malalignment of the knee increases load through the medial compartment in the varus knee. Associations with both increased medial bone mineral density and bone-marrow lesions on MRI have been described. Knee alignment influences structural progression at both the tibiofemoral and patellofemoral joints. Gait analyses suggest that the most important force through the knee is the external adduction moment, which produces medial joint force in knees with a varus deformity (Figure 2.4). This adduction moment is negatively correlated with the width of the medial joint space. Differences in gait have been demonstrated between normal subjects and those with mild or severe (radiographic) OA. Patterns of varus and valgus thrust (dynamic malalignment) may specifically predispose to medial and lateral knee OA, respectively.",231,29,0.12554112554112554
9781910797587,chp03,OA has a large impact on the individual and society.,"Osteoarthritis (OA) is the most common joint disorder and represents a major cause of pain and disability for the individual, as well as resulting in enormous health expenditure in Western countries. In the USA, an estimated 30 million people are affected by the disorder, while in the UK some 8.75 million people aged 45 years or older sought treatment for OA between 2004 and 2010.",79,11,0.13924050632911392
